section name,section type,size
.text.pb_dec_fixed64,text,6
.rodata.PB_DECODERS,rodata,40
.text.buf_write,text,26
.text.pb_check_proto3_default_value,text,162
.text.pb_ostream_from_buffer,text,24
.rodata.pb_write.str1.1,rodata,12
.text.pb_write,text,72
.text.pb_encode_varint,text,84
.rodata.pb_enc_uvarint.str1.1,rodata,18
.text.pb_enc_uvarint,text,60
.text.pb_enc_varint,text,64
.text.pb_encode_svarint,text,28
.text.pb_enc_svarint,text,64
.text.pb_encode_fixed32,text,22
.text.pb_enc_fixed32,text,6
.text.pb_encode_fixed64,text,44
.text.pb_enc_fixed64,text,6
.text.pb_encode_tag,text,18
.rodata.pb_encode_tag_for_field.str1.1,rodata,19
.text.pb_encode_tag_for_field,text,68
.rodata.encode_field.str1.1,rodata,39
.text.encode_field,text,504
.text.pb_encode,text,104
.text.pb_get_encoded_size,text,40
.text.pb_encode_string,text,32
.text.pb_enc_fixed_length_bytes,text,10
.text.pb_enc_string,text,44
.rodata.pb_enc_bytes.str1.1,rodata,20
.text.pb_enc_bytes,text,60
.rodata.pb_encode_submessage.str1.1,rodata,20
.text.pb_encode_submessage,text,152
.rodata.pb_enc_submessage.str1.1,rodata,25
.text.pb_enc_submessage,text,52
.rodata.PB_ENCODERS,rodata,40
.text.pbDecStringCallback,text,20
.text.pbEncStringCallback,text,28
.text.pbEncArrayCallback,text,52
.text.pbDecArrayCallback,text,34
.text.pbEncodeToMem,text,70
.text.sys_post_event_to_APP,text,184
.rodata._dataIndNotify.str1.1,rodata,70
.text._dataIndNotify,text,200
.text.sys_post_event_to_APS,text,44
.text.sys_post_DNSevent_to_APP,text,136
.text.sys_post_ICMPevent_to_APP,text,140
.text.lwip_tcp_event,text,396
.text.CFW_PostCloseRSP,text,152
.text.CFW_PostConnectRSP,text,100
.text.CFW_PostBearerLosingInd,text,120
.text.CFW_TcpipInetAddr,text,4
.text.CFW_TcpipSocketEX,text,112
.text.CFW_TcpipSocketConnect,text,48
.text.CFW_TcpipSocketSend,text,40
.text.CFW_TcpipSocketRecvfrom,text,36
.text.CFW_TcpipSocketRecv,text,16
.text.CFW_TcpipSocketClose,text,136
.text.CFW_TcpipSocketSendto,text,50
.text.CFW_TcpipSocketBind,text,26
.text.CFW_GethostbynameEX,text,100
.text.CFW_get_Netif_dataCount,text,132
.text.lwip_tcp_data_event,text,188
.text.lwip_udp_data_event,text,156
.text.lwip_icmp_data_event,text,140
.text.prvSysTimerSetLocked,text,128
.text.sys_get_srand,text,36
.text.sys_sem_new,text,28
.text.sys_sem_free,text,10
.text.sys_sem_signal,text,10
.text.sys_arch_sem_wait,text,20
.text.sys_sem_valid,text,6
.text.sys_sem_set_invalid,text,6
.text.sys_mutex_new,text,14
.text.sys_mutex_lock,text,6
.text.sys_mutex_unlock,text,6
.text.prvSysTimerProcess,text,96
.text.sys_mbox_new,text,30
.text.sys_mbox_free,text,18
.text.sys_mbox_trypost,text,30
.text.sys_arch_mbox_tryfetch,text,20
.text.sys_mbox_valid,text,6
.text.sys_mbox_set_invalid,text,6
.text.sys_arch_printf,text,32
.text.sys_arch_dump,text,32
.text.sys_now,text,8
.text.sys_arch_mbox_fetch,text,52
.text.sys_timeout,text,156
.text.sys_untimeout,text,76
.text.sys_CreateWakeupTimer,text,16
.text.sys_StartWakeupTimer,text,24
.text.sys_DeleteWakeupTimer,text,22
.text.sys_init,text,52
.text.ND6_isRAPackage,text,48
.text.ND6_RA_reply,text,448
.text.prvNdevSessionDelete,text,64
.text.prvPsDataToNdev,text,24
.rodata.prvEthEventCB.str1.1,rodata,84
.text.prvEthEventCB,text,252
.text.drvEtherTxReqFree,text,10
.rodata.prvNdevProcessPsData.str1.1,rodata,19
.text.prvNdevProcessPsData,text,452
.text.netdevCheckEthConEvt,text,60
.text.netdevDisconnect,text,136
.text.netdevNetDown,text,116
.text.netdevIsConnected,text,12
.text.netdevExit,text,72
.rodata.netdevInit.str1.1,rodata,62
.text.netdevInit,text,108
.text.prvNdevLanSessionDelete,text,120
.text.netdevLanDisconnect,text,56
.text._netdevLanNetDown,text,112
.text.netdevLanNetDown,text,4
.text.netif_gprs_init,text,36
.text.lwip_pspathDataInput,text,60
.rodata.data_output.str1.1,rodata,64
.text.data_output,text,264
.text.gprs_data_ipc_to_lwip,text,252
.text.getGprsGobleNetIf,text,56
.text.setIp6address,text,228
.text.TCPIP_netif_create,text,452
.text.TCPIP_netif_destory,text,136
.text.netif_gprs_nat_lan_lwip_init,text,36
.text.nat_lan_lwip_data_output,text,168
.text.nat_lan_lwip_tcpip_input,text,34
.text.TCPIP_nat_lan_lwip_netif_create,text,728
.rodata.TCPIP_nat_lan_lwip_available_netif_destory.str1.1,rodata,113
.text.TCPIP_nat_lan_lwip_available_netif_destory,text,176
.text.TCPIP_nat_lan_lwip_netif_destory,text,160
.text.netif_setup_lwip_lanOnly,text,2
.text.lwip_nat_wan_pspathDataInput,text,60
.rodata.nat_wan_data_output.str1.1,rodata,52
.text.nat_wan_data_output,text,212
.text.gprs_data_ipc_to_lwip_nat_wan,text,524
.text.setIp4dns,text,240
.text.setIp6dns,text,496
.text.netif_gprs_nat_wan_init,text,116
.text.TCPIP_nat_wan_netif_create,text,436
.text.TCPIP_nat_wan_netif_destory,text,136
.rodata.ip4_wan_forward.str1.1,rodata,64
.text.ip4_wan_forward,text,180
.text.netif_gprs_psm_init,text,36
.rodata.quec_psm_set_ip6_address.str1.1,rodata,38
.text.quec_psm_set_ip6_address,text,212
.text.TCPIP_netif_create_psm,text,580
.text.NetifGprsPsmRestoreBackupInfo,text,56
.text.NetifPm3Presave,text,424
.rodata.NetifPm3Restore.str1.1,rodata,50
.text.NetifPm3Restore,text,280
.text.prvLwipPsmSave,text,14
.rodata.net_thread.str1.1,rodata,44
.text.net_thread,text,672
.text.netGetTaskID,text,12
.rodata.net_init.str1.1,rodata,44
.text.net_init,text,76
.text.getGprsNetIf,text,38
.text.getPPPNetIf,text,12
.text.getGprsWanNetIf,text,12
.text.ip4_src_route,text,44
.text._nonIP_pspathDataInput,text,52
.text.getNonIPSession,text,48
.text.NonIPDataRecv,text,80
.text.NonIPSessionSetDataArriveCB,text,60
.text.NonIPSessionCreate,text,88
.text.NonIPSessionDestory,text,64
.text.pppSessionDeleteByNetifDestoryed,text,2
.text.prvGetDescById,text,32
.rodata.prvRunningNvFileName.str1.1,rodata,2
.text.prvRunningNvFileName,text,40
.rodata.prvWriteNvDirect.constprop.0.str1.1,rodata,18
.text.prvWriteNvDirect.constprop.0,text,96
.text.prvWriteItem,text,172
.text.prvReadNvDirect.constprop.0,text,60
.text.prvReadItem,text,204
.rodata.nvmInit.str1.1,rodata,11
.text.nvmInit,text,12
.text.nvmGetIdFromFileName,text,52
.text.calculateCrc16,text,36
.rodata.nvmWriteHeadCrcItem.str1.1,rodata,57
.text.nvmWriteHeadCrcItem,text,168
.rodata.nvmWriteTailCrcItem.str1.1,rodata,88
.text.nvmWriteTailCrcItem,text,204
.text.nvmReadItem,text,44
.text.nvmWriteItem,text,44
.rodata.nvmClearRunningItem.str1.1,rodata,27
.text.nvmClearRunningItem,text,56
.rodata.nvmReadPhasecheck.str1.1,rodata,24
.text.nvmReadPhasecheck,text,52
.text.nvmWritePhaseCheck,text,52
.text.nvmReadImeiBin,text,56
.text.nvmReadImeiStr,text,36
.text.nvmWriteImeiStr,text,72
.text.nvmReadSN,text,108
.text.nvmWriteSN,text,76
.text.nvmWriteTsxData,text,12
.text.nvmReadTsxData,text,12
.rodata.CSWTCH.28,rodata,8
.rodata.gNvDesc,rodata,720
.text.prvGetGpioValue,text,86
.rodata.identifyClockId.str1.1,rodata,214
.text.identifyClockId,text,300
.text.RFFE_Read,text,76
.rodata.nvmReadIndeltanvFlag.str1.1,rodata,31
.text.nvmReadIndeltanvFlag,text,76
.rodata.nvmWriteIndeltanvFlag.str1.1,rodata,58
.text.nvmWriteIndeltanvFlag,text,96
.rodata.nvmMergeDeltanv.str1.1,rodata,265
.text.nvmMergeDeltanv,text,464
.rodata.nvmMergeIndeltaNV.str1.1,rodata,46
.text.nvmMergeIndeltaNV,text,128
.text.nvmImeiBinFillHeadTail,text,78
.text.nvmImeiStrToBin,text,78
.text.nvmImeiBinToStr,text,52
.rodata.ql_cam_pin_func,rodata,18
.rodata.ql_cp_dev_cfg,rodata,6
.rodata.ql_cp_dev_cfg_len,rodata,1
.rodata.ql_keypad_in_pin_map,rodata,14
.rodata.ql_keypad_out_pin_map,rodata,14
.rodata.ql_lcd_pin_func,rodata,12
.rodata.ql_model_partinfo_ctx,rodata,32
.rodata.ql_pin_deepsleep_mode_table,rodata,80
.rodata.ql_pin_deepsleep_table_len,rodata,1
.rodata.ql_power_domain_table,rodata,240
.rodata.ql_power_domain_table_len,rodata,1
.rodata.ql_xtl_diff_ctx,rodata,12
.rodata.ql_adc_channel_num,rodata,4
.rodata.ql_band41_bw_sel,rodata,2
.rodata.ql_band_size,rodata,2
.rodata.ql_gsm_select,rodata,1
.rodata.ql_lte_ext_size,rodata,1
.rodata.quectel_band_tbl_gsm,rodata,0
.rodata.quectel_band_tbl_lte,rodata,144
.rodata.quectel_band_tbl_lte_ext,rodata,0
.rodata.quec_pin_cfg_map,rodata,1120
.rodata.quec_psm_pin_cfg,rodata,27
.rodata.quec_pin_cfg_init.str1.1,rodata,20
.text.quec_pin_cfg_init,text,248
.text.pamGetModuleWorkType,text,4
.text.pamSetModuleWorkType,text,2
.text.quec_exec_sdmmc_mkfs_cmd,text,24
.text.quec_exec_sdmmc_mount_cmd,text,4
.text.quec_exec_sdmmc_qft_cmd,text,4
.text.ql_sdmmc_is_mount,text,4
.text.ql_sdmmc_is_mount_ex,text,4
.text.ql_spi4_ext_nor_sffs_is_mount,text,4
.text.quec_exec_file_qfmkdir_cmd,text,4
.text.quec_exec_file_qfrmdir_cmd,text,4
.text.quec_exec_qfupl_cmd,text,4
.text.quec_exec_qfopen_cmd,text,4
.text.quec_exec_file_qflst_cmd,text,4
.text.quec_exec_file_qfdel_cmd,text,4
.text.quec_file_qfclose_cmd,text,4
.text.quec_exec_file_qfread_cmd,text,4
.text.quec_exec_file_qfdwl_cmd,text,4
.text.quec_exec_file_qflds_cmd,text,4
.text.quec_exec_file_qfwrite_cmd,text,4
.text.quec_exec_file_qfseek_cmd,text,4
.text.quec_exec_file_qfposition_cmd,text,4
.text.quec_exec_file_qftestwr_cmd,text,4
.text.quec_exec_file_qftucat_cmd,text,4
.text.at_firewall_qfirewallcfg_cmd_func,text,4
.text.ql_usbnet_read_mac,text,6
.text.quec_exec_bt_ble_name_cmd,text,24
.text.quec_exec_bt_ver_cmd,text,4
.text.quec_exec_bt_bt_passthrough_cmd,text,4
.text.quec_exec_bt_ibeacon_cfg_cmd,text,4
.text.quec_exec_bt_backup_ver_cmd,text,4
.text.quec_usbnet_sendevent,text,4
.text.quec_get_usbnet_threadID,text,4
.text.quec_exec_qnetdevctl_cmd,text,2
.text.quec_pbk_init,text,2
.text.quec_stk_sim_lost,text,2
.text.quec_stk_replace_profile,text,2
.text.quec_stk_is_cmd_in_register_table,text,4
.text.quec_stk_no_proactive,text,2
.text.quec_stk_sat_plugin_take_over,text,4
.text.quec_exec_qstk_cmd,text,24
.text.quec_exec_qstkpd_cmd,text,4
.text.quec_exec_qstkstate_cmd,text,4
.text.quec_exec_qstkgi_cmd,text,4
.text.quec_exec_qstkrsp_cmd,text,4
.text.ql_stk_get_bip_config,text,24
.text.quec_volte_init,text,2
.text.ql_volte_user_agent_init,text,4
.text.libssh2_channel_read_ex,text,4
.text.libssh2_channel_write_ex,text,4
.text.libssh2_session_block_directions,text,4
.text.libssh2_sftp_read,text,4
.text.libssh2_sftp_write,text,4
.text.libssh2_session_set_blocking,text,2
.text.libssh2_knownhost_get,text,4
.text.libssh2_session_method_pref,text,4
.text.libssh2_session_handshake,text,4
.text.libssh2_session_last_error,text,4
.text.libssh2_hostkey_hash,text,4
.text.libssh2_session_hostkey,text,4
.text.libssh2_knownhost_checkp,text,4
.text.libssh2_knownhost_del,text,4
.text.libssh2_knownhost_add,text,4
.text.libssh2_knownhost_writefile,text,4
.text.libssh2_userauth_list,text,4
.text.libssh2_userauth_authenticated,text,4
.text.libssh2_session_last_errno,text,4
.text.libssh2_userauth_publickey_fromfile_ex,text,4
.text.libssh2_userauth_password_ex,text,4
.text.libssh2_agent_init,text,4
.text.libssh2_agent_connect,text,4
.text.libssh2_agent_list_identities,text,4
.text.libssh2_agent_get_identity,text,4
.text.libssh2_agent_userauth,text,4
.text.libssh2_agent_disconnect,text,4
.text.libssh2_agent_free,text,2
.text.libssh2_userauth_keyboard_interactive_ex,text,4
.text.libssh2_sftp_init,text,4
.text.libssh2_sftp_symlink_ex,text,4
.text.libssh2_sftp_stat_ex,text,4
.text.libssh2_sftp_mkdir_ex,text,4
.text.libssh2_sftp_rename_ex,text,4
.text.libssh2_sftp_rmdir_ex,text,4
.text.libssh2_sftp_unlink_ex,text,4
.text.libssh2_sftp_open_ex,text,4
.text.libssh2_sftp_close_handle,text,4
.text.libssh2_sftp_shutdown,text,4
.text.libssh2_sftp_seek64,text,2
.text.libssh2_exit,text,2
.text.libssh2_init,text,2
.text.libssh2_knownhost_readfile,text,4
.text.libssh2_session_free,text,4
.text.libssh2_knownhost_init,text,4
.text.libssh2_sftp_last_error,text,4
.text.libssh2_sftp_statvfs,text,4
.text.libssh2_sftp_readdir_ex,text,4
.text.libssh2_scp_send64,text,4
.text.libssh2_scp_recv2,text,4
.text.libssh2_channel_send_eof,text,4
.text.libssh2_channel_wait_eof,text,4
.text.libssh2_channel_wait_closed,text,4
.text.libssh2_channel_free,text,4
.text.libssh2_session_disconnect_ex,text,4
.text.libssh2_knownhost_free,text,2
.text.libssh2_session_init_ex,text,4
.text.libssh2_session_callback_set,text,4
.text.libssh2_session_flag,text,4
.rodata.IIT_pack.str1.1,rodata,42
.text.IIT_pack,text,244
.rodata.B41ModTab,rodata,20
.rodata.pack_padding,rodata,8
.text.ShiftTrans,text,88
.text.cyphertext,text,116
.rodata.IntaElbmarcsDeYrced.str1.1,rodata,19
.text.IntaElbmarcsDeYrced,text,332
.text.kernel.osi_mem.154,text,60
.text.kernel.osi_mem.234,text,18
.text.kernel.osi_mem.643,text,56
.text.kernel.osi_mem.332,text,112
.text.kernel.osi_mem.282,text,96
.text.kernel.osi_mem.371,text,32
.text.kernel.osi_mem.351,text,90
.text.kernel.osi_mem.383,text,62
.text.kernel.osi_mem.396,text,48
.text.kernel.osi_mem.428,text,86
.text.kernel.osi_mem.411,text,84
.text.kernel.osi_mem.470,text,164
.text.kernel.osi_mem.842,text,420
.text.kernel.osi_mem.797,text,190
.text.kernel.osi_mem.864,text,432
.text.kernel.osi_mem.180,text,16
.text.kernel.osi_mem.188,text,12
.text.kernel.osi_mem.199,text,58
.text.kernel.osi_mem.659,text,16
.text.kernel.osi_mem.666,text,162
.text.kernel.osi_mem.710,text,300
.text.kernel.osi_mem.956,text,56
.text.kernel.osi_mem.1011,text,80
.text.kernel.osi_mem.1036,text,92
.text.kernel.osi_mem.1063,text,104
.text.kernel.osi_mem.1094,text,64
.text.kernel.osi_mem.1111,text,12
.text.osiMemPoolStat,text,124
.text.osiMemScanError,text,252
.text.prvPeriodicNextLocked,text,82
.text.prvIsrTimerInit,text,56
.text.prvThreadTimerInit,text,56
.text.prvOstickHandler,text,28
.text.prvTimerDump,text,152
.text.kernel.osi_timer.171,text,112
.text.prvTimerWakeupTickLocked.isra.0,text,156
.text.kernel.osi_timer.128,text,76
.text.kernel.osi_timer.200,text,168
.text.prvTimerWork,text,252
.text.prvTimerISR,text,204
.text.kernel.osi_timer.105,text,14
.text.kernel.osi_timer.686,text,120
.text.prvTimerStartPeriodicLocked,text,148
.text.osiTimerSize,text,4
.text.osiTimerCreate,text,66
.text.osiTimerCreateStatic,text,74
.text.osiTimerCreateWork,text,42
.text.osiTimerDelete,text,100
.text.osiTimerIsRunning,text,28
.text.osiTimerStart,text,50
.text.osiTimerStartRelaxed,text,62
.text.osiTimerStartMicrosecond,text,48
.text.osiTimerStartPeriodic,text,64
.text.osiTimerStartPeriodicRelaxed,text,78
.text.kernel.osi_timer.868,text,128
.text.osiTimerEventInvoke,text,160
.text.osiTimerPsmWakeUpTime,text,68
.text.osiTimerDeepSleepTime,text,80
.text.osiTimerLightSleep,text,156
.text.osiTimerWakeupProcess,text,84
.rodata.osiTimerInit.str1.1,rodata,7
.text.osiTimerInit,text,124
.text.osiTickInit,text,56
.text.osiOSTickEnable,text,56
.text.osiTimerDump,text,196
.text.osiBlockedFifoReset,text,56
.text.osiBlockedFifoCreate,text,134
.text.osiBlockedFifoDelete,text,4
.text.osiBlockedFifoIsEmpty,text,10
.text.osiBlockedFifoIsFull,text,88
.text.osiBlockedFifoBytes,text,48
.text.osiBlockedFifoSpace,text,26
.text.osiBlockedFifoGet,text,172
.text.osiBlockedFifoPut,text,232
.text.osiBlockedFifoPutRequest,text,158
.text.osiBlockedFifoPutDone,text,78
.text.osiBlockedFifoGetRequest,text,52
.text.osiBlockedFifoGetBlockDone,text,88
.text._findHandler,text,36
.text._findCallback,text,40
.text.osiEventHubCreate,text,32
.text.osiEventHubRegister,text,112
.text.osiEventHubVBatchRegister,text,128
.rodata.quec_osiEventHubVBatchUnRegister.str1.1,rodata,29
.text.quec_osiEventHubVBatchUnRegister,text,72
.text.osiEventHubRun,text,34
.text.osiEventDispatchCreate,text,34
.text.osiEventDispatchRegister,text,124
.rodata.osiEventDispatchUnregister.str1.1,rodata,41
.text.osiEventDispatchUnregister,text,100
.text.osiEventDispatchRun,text,68
.text._peekInternal,text,80
.text.osiFifoInit,text,26
.text.osiFifoPut,text,114
.text.osiFifoGet,text,56
.text.osiFifoReset,text,26
.text.osiHdlcDecodeInit,text,26
.text.osiHdlcDecodeResetBuf,text,38
.text.osiHdlcDecodePush,text,196
.text.osiHdlcDecodeGetState,text,12
.text.osiHdlcDecodeFetchPacket,text,30
.text.osiHdlcEncodeMultiLen,text,84
.text.osiHdlcEncodeMulti,text,128
.text.osiHdlcEncodeLen,text,56
.text.osiHdlcEncode,text,88
.text.prvParamCount,text,48
.rodata.prvParamBuf.str1.1,rodata,7
.text.prvParamBuf,text,196
.text.prvTraceBasic,text,156
.text.prvTraceEx,text,172
.text.prvTraceIdEx,text,164
.text.prvTraceIdBasic,text,124
.text.osiTraceBasic,text,36
.text.osiTraceIdBasic,text,36
.text.osiTraceEx,text,36
.text.osiTraceIdEx,text,36
.text.osiTraceVprintf,text,660
.text.osiTracePrintf,text,36
.rodata.parbufsize.42544,rodata,24
.rodata.parcount.42543,rodata,24
.text.osiMemRecordGetLast,text,72
.rodata.gOsiMemRecordCount,rodata,4
.text.osiMemRecyclerCreate,text,26
.text.osiMemRecyclerEmpty,text,36
.text.osiMemRecyclerPut,text,66
.text.osiPipeCreate,text,86
.text.osiPipeDelete,text,30
.text.osiPipeSetEof,text,40
.text.osiPipeSetReaderCallback,text,10
.text.osiPipeRead,text,200
.text.osiPipeWrite,text,164
.text.osiPipeReadAvail,text,30
.text.osiPipeWriteAvail,text,34
.text.osiTraceBufInit,text,176
.text.osiTraceBufPut,text,200
.text.osiTraceBufPutMulti,text,224
.text.osiTraceBufPutPacket,text,144
.text.osiTraceBufPutDiagPacket,text,152
.text.osiTraceBufPacketFinished,text,56
.text.osiTraceBufFetch,text,168
.text.osiTraceBufHandled,text,84
.text.osiTraceDataSize,text,16
.text.osiTraceSetDebugPort,text,12
.text.osiTraceSetEnable,text,32
.text.osiTraceSetPushCallback,text,12
.text.osiTraceSetPushEnable,text,88
.text.osiTraceSetOutputEnable,text,20
.text.osiTraceIsOutputEnable,text,12
.text.osiUintIdCompare,text,22
.text.osiVsmapFindByIStr,text,28
.text.osiVsmapFindByVal,text,22
.text.osiVsmapFindStr,text,16
.text.osiIsUintInList,text,28
.text._wqThreadEntry,text,160
.text.osiWorkCreate,text,32
.text.osiWorkDelete,text,52
.text.osiWorkResetCallback,text,36
.text.osiWorkEnqueue,text,76
.text.osiWorkEnqueueLast,text,72
.text.osiWorkCancel,text,46
.text.osiWorkFunction,text,6
.text.osiWorkContext,text,6
.text.osiWorkQueueCreate,text,124
.text.osiWorkQueueDelete,text,34
.text.osiSysWorkQueueHighPriority,text,12
.text.osiSysWorkQueueLowPriority,text,12
.rodata.osiSysWorkQueueInit.str1.1,rodata,18
.text.osiSysWorkQueueInit,text,96
.text.osiNotifyCreate,text,36
.text.osiNotifyDelete,text,40
.text.osiNotifyTrigger,text,58
.rodata.ql_exec_atdemo_cmd.str1.1,rodata,17
.text.ql_exec_atdemo_cmd,text,60
.rodata.ql_exec_ver_cmd.str1.1,rodata,14
.text.ql_exec_ver_cmd,text,104
.text.ql_atcmd_search_desc,text,56
.text.quec_exec_qdownload_cmd,text,4
.rodata.ql_ver_authors,rodata,13
.rodata.ql_ver_date,rodata,12
.rodata.ql_ver_time,rodata,9
.text.quec_spi_nor_props_init,text,24
.rodata.TegTaefDi.str1.1,rodata,40
.text.TegTaefDi,text,160
.text.ItnaTegDif,text,36
.rodata.EkamSnartRotcaf.str1.1,rodata,8
.text.EkamSnartRotcaf,text,136
.rodata.AntiGetFID.str1.1,rodata,40
.text.AntiGetFID,text,124
.text.ItnaSeaYekTes,text,42
.rodata.ItnaNgisNeg.str1.1,rodata,113
.text.ItnaNgisNeg,text,924
.text.RPC_AUD_VoiceCoderChangeInd,text,4
.text.RPC_audevPlayVoiceTone,text,16
.text._taskWrite,text,2
.text._taskEntry,text,20
.rodata._daemonTaskEntry.str1.1,rodata,49
.text._daemonTaskEntry,text,116
.text._notify,text,68
.rodata.rpcChannelOpen.str1.1,rodata,11
.text.rpcChannelOpen,text,228
.rodata.rpcSendCall.str1.1,rodata,64
.text.rpcSendCall,text,224
.text.rpcUnpackPointerEvent,text,124
.text.rpcRouteEvent,text,46
.rodata._taskRead.str1.1,rodata,185
.text._taskRead,text,624
.text.rpcRegisterEvents,text,116
.text._tagCompare,text,20
.text.rpcFindFunctionByTag,text,36
.text.rpcFindEventUnpacker,text,36
.rodata.rpcFindNameByTag.str1.1,rodata,1
.text.rpcFindNameByTag,text,44
.rodata.gApiNameTable,rodata,6592
.rodata.gRpcApiTable,rodata,200
.rodata.gRpcEventRecvTable,rodata,464
.text.RPC_rpcHelloOnAP,text,6
.text.prvFstraceIndexFname,text,50
.text.prvFstraceCheckIndexSize.isra.0,text,220
.rodata.prvFstraceFindMinMaxSeq.isra.0.constprop.0.str1.1,rodata,20
.text.prvFstraceFindMinMaxSeq.isra.0.constprop.0,text,148
.rodata.prvFstraceCheckSeqSize.str1.1,rodata,19
.text.prvFstraceCheckSeqSize,text,156
.rodata.prvFstraceCompressing.str1.1,rodata,75
.text.prvFstraceCompressing,text,540
.text.prvFstraceCreateFile.constprop.0,text,80
.rodata.prvFstraceCheckPrologFile.str1.1,rodata,32
.text.prvFstraceCheckPrologFile,text,124
.rodata.prvFstraceCheckMoslogFile.str1.1,rodata,32
.text.prvFstraceCheckMoslogFile,text,140
.text.prvFstraceOutputMoslog,text,106
.rodata.prvFstraceCheckCplogFile.str1.1,rodata,71
.text.prvFstraceCheckCplogFile,text,368
.text.prvFstraceOutputCplog,text,186
.rodata.srvFstraceInit.str1.1,rodata,24
.text.srvFstraceInit,text,244
